Date,FundCode,FundName,Strategy,InvestmentsMV,Cash,Receivables,Payables,AccruedMgmtFee,SharesOutstanding,TotalAssets,TotalLiabilities,NetAssets,NAVPerShare,PriorNAV,NAVChangePct,ToleranceBps,NetFlow,BreachFlag,StalePriceFlag,NegCashFlag,LargeFlowFlag,FlagCount,PrimaryException
2026-06-05,BALM,Balanced Multi-Asset,Balanced,454410047.11,10743747.35,2003428.86,3509795.66,486066.76,23369565.2174,467157223.32,3995862.42,463161360.9,19.818998,19.850985,-0.001611,300,762799.95,,,,,0,
2026-06-08,BALM,Balanced Multi-Asset,Balanced,453984524.98,10810658.76,1974456.33,3631876.2,496875.92,23369565.2174,466769640.07,4128752.12,462640887.95,19.796726,19.818998,-0.001124,300,-51254.11,,,,,0,
2026-06-09,BALM,Balanced Multi-Asset,Balanced,456121699.18,11182699.07,2003567.55,3507010.43,507735.96,23369565.2174,469307965.8,4014746.39,465293219.41,19.910221,19.796726,0.005733,300,557330.79,,,,,0,
2026-06-10,BALM,Balanced Multi-Asset,Balanced,454573351.45,11304665.63,2131859.97,3497426.23,518559.13,23369565.2174,468009877.05,4015985.36,463993891.69,19.854622,19.910221,-0.002792,300,-602789.84,,,,,0,
2026-06-11,BALM,Balanced Multi-Asset,Balanced,455408457.99,12036330.77,2197585.55,3311403.53,529402.19,23369565.2174,469642374.31,3840805.72,465801568.59,19.931974,19.854622,0.003896,300,251436.36,,,,,0,
2026-06-12,BALM,Balanced Multi-Asset,Balanced,459493617.01,12329894.02,2202029.88,3206094.14,540342.52,23369565.2174,474025540.91,3746436.66,470279104.25,20.123571,19.931974,0.009613,300,279144.0,,,,,0,
2026-06-15,BALM,Balanced Multi-Asset,Balanced,457771637.35,12445347.71,2377242.02,3237439.77,551241.84,23369565.2174,472594227.08,3788681.61,468805545.47,20.060516,20.123571,-0.003133,300,-554297.06,,,,,0,
2026-06-16,BALM,Balanced Multi-Asset,Balanced,461588122.58,12380224.61,2382214.73,3266057.79,562232.03,23369565.2174,476350561.92,3828289.82,472522272.1,20.219558,20.060516,0.007928,300,-650636.65,,,,,0,
2026-06-17,BALM,Balanced Multi-Asset,Balanced,461300808.24,12488636.97,2282475.73,3215592.87,573215.39,23369565.2174,476071920.94,3788808.26,472283112.68,20.209324,20.219558,-0.000506,300,592098.86,,,,,0,
2026-06-18,BALM,Balanced Multi-Asset,Balanced,466810287.18,12525860.61,2334908.58,3358480.15,584329.92,23369565.2174,481671056.37,3942810.07,477728246.3,20.442325,20.209324,0.011529,300,0.0,,,,,0,
2026-06-19,BALM,Balanced Multi-Asset,Balanced,462060743.22,12748451.04,2249954.06,3607999.85,595331.36,23369565.2174,477059148.32,4203331.21,472855817.11,20.23383,20.442325,-0.010199,300,-335444.53,,,,,0,
2026-06-22,BALM,Balanced Multi-Asset,Balanced,466998484.97,13446790.82,2505050.42,3735987.88,606450.38,23369565.2174,482950326.21,4342438.26,478607887.95,20.479965,20.23383,0.012165,300,291151.01,,,,,0,
2026-06-23,BALM,Balanced Multi-Asset,Balanced,469563640.08,13365362.04,2426603.15,3756128.84,617630.46,23369565.2174,485355605.27,4373759.3,480981845.97,20.581549,20.479965,0.00496,300,169561.6,,,,,0,
2026-06-24,BALM,Balanced Multi-Asset,Balanced,471881140.74,13701800.21,2448591.7,3775049.13,628865.73,23369565.2174,488031532.65,4403914.86,483627617.79,20.694763,20.581549,0.005501,300,-252399.08,,,,,0,
2026-06-25,BALM,Balanced Multi-Asset,Balanced,469675383.41,13111752.85,2427826.09,3743679.43,640048.47,23369565.2174,485214962.35,4383727.9,480831234.45,20.575104,20.694763,-0.005782,300,525566.14,,,,,0,
2026-06-26,BALM,Balanced Multi-Asset,Balanced,466498278.18,13542017.38,2548109.56,3731986.23,651155.58,23369565.2174,482588405.12,4383141.81,478205263.31,20.462737,20.575104,-0.005461,300,270134.2,,,,,0,
2026-06-29,BALM,Balanced Multi-Asset,Balanced,465410867.86,13814480.12,2752675.57,3723286.94,662236.79,23369565.2174,481978023.55,4385523.73,477592499.82,20.436516,20.462737,-0.001281,300,134753.7,,,,,0,
2026-06-30,BALM,Balanced Multi-Asset,Balanced,465949825.97,13336075.24,2792002.42,3711092.51,673330.83,23369565.2174,482077903.63,4384423.34,477693480.29,20.440837,20.436516,0.000211,300,146525.17,,,,,0,
2026-04-01,EQEM,Emerging Markets Equity,Equity,306767364.25,9230702.47,1865765.68,1671968.34,10955.98,20394736.8421,317863832.4,1682924.32,316180908.08,15.503064,,,500,581281.82,,,,,0,
2026-04-02,EQEM,Emerging Markets Equity,Equity,302970257.51,9205868.76,1746673.67,1784443.65,21776.34,20394736.8421,313922799.94,1806219.99,312116579.95,15.303781,15.503064,-0.012854,500,629740.62,,,,,0,
2026-04-03,EQEM,Emerging Markets Equity,Equity,295764448.23,9227173.84,1697000.55,1829867.14,32339.36,20394736.8421,306688622.62,1862206.5,304826416.12,14.946328,15.303781,-0.023357,500,-43613.12,,,,,0,
2026-04-06,EQEM,Emerging Markets Equity,Equity,295845313.72,9238036.05,1665508.58,1874591.58,42905.26,20394736.8421,306748858.35,1917496.84,304831361.51,14.94657,14.946328,1.6e-05,500,-199448.6,,,,,0,
2026-04-07,EQEM,Emerging Markets Equity,Equity,296402727.37,9346930.44,1719268.54,1798120.3,53491.08,20394736.8421,307468926.35,1851611.38,305617314.97,14.985107,14.94657,0.002578,500,-683687.8,,,,,0,
2026-04-08,EQEM,Emerging Markets Equity,Equity,297840990.83,9258527.46,1838490.3,1815114.13,64128.25,20394736.8421,308938008.59,1879242.38,307058766.21,15.055785,14.985107,0.004717,500,446674.75,,,,,0,
2026-04-09,EQEM,Emerging Markets Equity,Equity,306493411.88,9850292.29,1873585.9,1939311.27,75074.45,20394736.8421,318217290.07,2014385.72,316202904.35,15.504142,15.055785,0.02978,500,-195623.51,,,,,0,
2026-04-10,EQEM,Emerging Markets Equity,Equity,302414312.99,9843678.52,1925470.33,1785852.8,85874.96,20394736.8421,314183461.84,1871727.76,312311734.08,15.31335,15.504142,-0.012306,500,0.0,,,,,0,
2026-04-13,EQEM,Emerging Markets Equity,Equity,301334181.09,9938251.9,2027243.91,1784832.82,96636.89,20394736.8421,313299676.9,1881469.71,311418207.19,15.269538,15.31335,-0.002861,500,884844.98,,,,,0,
2026-04-14,EQEM,Emerging Markets Equity,Equity,294208424.99,9693432.98,2006423.82,1740317.67,107144.34,20394736.8421,305908281.79,1847462.01,304060819.78,14.908789,15.269538,-0.023625,500,-217610.07,,,,,0,
2026-04-15,EQEM,Emerging Markets Equity,Equity,288894263.84,9634423.37,1995600.6,1643716.85,117461.99,20394736.8421,300524287.81,1761178.84,298763108.97,14.64903,14.908789,-0.017423,500,87841.51,,,,,0,
2026-04-16,EQEM,Emerging Markets Equity,Equity,288698535.85,9793344.89,1925949.92,1677527.41,127772.65,20394736.8421,300417830.66,1805300.06,298612530.6,14.641647,14.64903,-0.000504,500,81744.17,,,,,0,
2026-04-17,EQEM,Emerging Markets Equity,Equity,288323682.44,9601538.04,1885137.97,1592458.89,138069.93,20394736.8421,299810358.45,1730528.82,298079829.63,14.615527,14.641647,-0.001784,500,749852.88,,,,,0,
2026-04-20,EQEM,Emerging Markets Equity,Equity,285556883.08,9546062.24,1859349.64,1562033.56,148268.39,20394736.8421,296962294.96,1710301.95,295251993.01,14.476872,14.615527,-0.009487,500,1159.88,,,,,0,
2026-04-21,EQEM,Emerging Markets Equity,Equity,283493158.9,9379128.37,1827198.02,1394125.78,158393.14,20394736.8421,294699485.29,1552518.92,293146966.37,14.373658,14.476872,-0.00713,500,-714104.13,,,,,0,
2026-04-22,EQEM,Emerging Markets Equity,Equity,290078576.84,9553657.27,1909782.25,1448179.57,168753.09,20394736.8421,301542016.36,1616932.66,299925083.7,14.706004,14.373658,0.023122,500,794568.62,,,,,0,
2026-04-23,EQEM,Emerging Markets Equity,Equity,289617106.42,9372414.36,1795083.03,1460018.11,179096.56,20394736.8421,300784603.81,1639114.67,299145489.14,14.667779,14.706004,-0.002599,500,0.0,,,,,0,
2026-04-24,EQEM,Emerging Markets Equity,Equity,287053409.89,9103172.33,1895424.87,1507832.65,189348.47,20394736.8421,298052007.09,1697181.12,296354825.97,14.530946,14.667779,-0.009329,500,-476626.77,,,,,0,
2026-04-27,EQEM,Emerging Markets Equity,Equity,287421744.28,8966322.04,2002923.95,1546942.1,199613.53,20394736.8421,298390990.27,1746555.63,296644434.64,14.545146,14.530946,0.000977,500,-183094.51,,,,,0,
2026-04-28,EQEM,Emerging Markets Equity,Equity,283955824.47,8622607.83,2041889.82,1658413.66,209754.81,20394736.8421,294620322.12,1868168.47,292752153.65,14.354299,14.545146,-0.013121,500,-439972.51,,,,,0,
2026-04-29,EQEM,Emerging Markets Equity,Equity,281426063.18,8463535.18,1983687.01,1585282.97,219805.74,20394736.8421,291873285.37,1805088.71,290068196.66,14.222699,14.354299,-0.009168,500,297050.05,,,,,0,
2026-04-30,EQEM,Emerging Markets Equity,Equity,282547938.78,8488757.38,1975391.34,1530059.28,229896.74,20394736.8421,293012087.5,1759956.02,291252131.48,14.28075,14.222699,0.004082,500,-441147.34,,,,,0,
2026-05-01,EQEM,Emerging Markets Equity,Equity,284585912.04,8383066.36,1996423.98,1592415.56,240060.52,20394736.8421,294965402.38,1832476.08,293132926.3,14.372969,14.28075,0.006458,500,-433285.83,,,,,0,
2026-05-04,EQEM,Emerging Markets Equity,Equity,282002801.8,8403521.76,1926645.08,1455805.99,250132.05,20394736.8421,292332968.64,1705938.04,290627030.6,14.2501,14.372969,-0.008549,500,-264396.97,,,,,0,
2026-05-05,EQEM,Emerging Markets Equity,Equity,283084596.99,8282159.77,1977422.08,1348506.46,260242.21,20394736.8421,293344178.84,1608748.67,291735430.17,14.304447,14.2501,0.003814,500,254418.31,,,,,0,
2026-05-06,EQEM,Emerging Markets Equity,Equity,280557867.24,8216214.5,1901837.22,1310576.46,270262.14,20394736.8421,290675918.96,1580838.6,289095080.36,14.174985,14.304447,-0.00905,500,602061.06,,,,,0,
2026-05-07,EQEM,Emerging Markets Equity,Equity,283896418.77,8121553.06,1960566.77,1424393.4,280401.29,20394736.8421,293978538.6,1704794.69,292273743.91,14.330842,14.174985,0.010995,500,0.0,,,,,0,
2026-05-08,EQEM,Emerging Markets Equity,Equity,286246800.0,8153918.82,2002295.76,1394692.65,290624.39,20394736.8421,296403014.58,1685317.04,294717697.54,14.450674,14.330842,0.008362,500,116297.34,,,,,0,
2026-05-11,EQEM,Emerging Markets Equity,Equity,290983883.65,8333277.03,2059008.51,1389009.45,301016.68,20394736.8421,301376169.19,1690026.13,299686143.06,14.694288,14.450674,0.016858,500,-2887.18,,,,,0,
2026-05-12,EQEM,Emerging Markets Equity,Equity,292648989.46,8307042.38,2091143.4,1542725.17,311468.42,20394736.8421,303047175.24,1854193.59,301192981.65,14.768172,14.694288,0.005028,500,466232.41,,,,,0,
2026-05-13,EQEM,Emerging Markets Equity,Equity,297628995.82,8375530.24,1981143.18,1496969.14,322098.03,20394736.8421,307985669.24,1819067.17,306166602.07,15.01204,14.768172,0.016513,500,-128133.9,,,,,0,
2026-05-14,EQEM,Emerging Markets Equity,Equity,297628995.82,8678875.92,2005413.69,1481996.81,332732.51,20394736.8421,308313285.43,1814729.32,306498556.11,15.028316,15.01204,0.001084,500,587538.88,,STALE PRICE,,,1,STALE PRICE
2026-05-15,EQEM,Emerging Markets Equity,Equity,298807030.13,8847443.83,1906394.97,1569204.55,343404.19,20394736.8421,309560868.93,1912608.74,307648260.19,15.084689,15.028316,0.003751,500,298533.84,,,,,0,
2026-05-18,EQEM,Emerging Markets Equity,Equity,301513906.92,9338379.63,1936825.35,1601381.96,354172.54,20394736.8421,312789111.9,1955554.5,310833557.4,15.240871,15.084689,0.010354,500,108117.75,,,,,0,
2026-05-19,EQEM,Emerging Markets Equity,Equity,305079218.85,9292099.15,1964967.74,1585344.22,365068.23,20394736.8421,316336285.74,1950412.45,314385873.29,15.415049,15.240871,0.011428,500,95401.72,,,,,0,
2026-05-20,EQEM,Emerging Markets Equity,Equity,309571680.95,9334198.53,1973852.03,1535969.89,376124.36,20394736.8421,320879731.51,1912094.25,318967637.26,15.639704,15.415049,0.014574,500,-262936.56,,,,,0,
2026-05-21,EQEM,Emerging Markets Equity,Equity,312914386.63,9261852.44,2060472.3,1654362.71,387299.87,20394736.8421,324236711.37,2041662.58,322195048.79,15.797951,15.639704,0.010118,500,-455189.59,,,,,0,
2026-05-22,EQEM,Emerging Markets Equity,Equity,309587152.69,8932173.25,1906402.66,1747929.26,398356.55,20394736.8421,320425728.6,2146285.81,318279442.79,15.60596,15.797951,-0.012153,500,293378.39,,,,,0,
2026-05-26,EQEM,Emerging Markets Equity,Equity,310862515.77,8759046.46,2096726.42,1764770.76,409458.79,20394736.8421,321718288.65,2174229.55,319544059.1,15.667967,15.60596,0.003973,500,-175791.56,,,,,0,
2026-05-27,EQEM,Emerging Markets Equity,Equity,313018076.64,8861830.67,2051881.53,1812426.66,420638.0,20394736.8421,323931788.84,2233064.66,321698724.18,15.773615,15.667967,0.006743,500,272324.87,,,,,0,
2026-05-28,EQEM,Emerging Markets Equity,Equity,320062427.24,8963090.18,2022041.85,1843552.3,432068.81,20394736.8421,331047559.27,2275621.11,328771938.16,16.120431,15.773615,0.021987,500,-321389.64,,,,,0,
2026-05-29,EQEM,Emerging Markets Equity,Equity,312542719.0,9039336.7,1962682.76,1768218.49,443231.05,20394736.8421,323544738.46,2211449.54,321333288.92,15.755697,16.120431,-0.022626,500,0.0,,,,,0,
2026-06-01,EQEM,Emerging Markets Equity,Equity,316207091.16,9159227.59,1887799.27,1690666.63,454524.16,20394736.8421,327254118.02,2145190.79,325108927.23,15.940825,15.755697,0.01175,500,-663048.25,,,,,0,
2026-06-02,EQEM,Emerging Markets Equity,Equity,315121147.82,8843568.97,1862730.72,1664234.58,465778.48,20394736.8421,325827447.51,2130013.06,323697434.45,15.871616,15.940825,-0.004342,500,-229485.45,,,,,0,
2026-06-03,EQEM,Emerging Markets Equity,Equity,314165359.09,8947980.04,1996491.61,1744129.47,476998.67,20394736.8421,325109830.74,2221128.14,322888702.6,15.831962,15.871616,-0.002498,500,178973.41,,,,,0,
2026-06-04,EQEM,Emerging Markets Equity,Equity,325546639.25,9283705.87,2069906.9,1805429.19,488625.34,20394736.8421,336900252.02,2294054.53,334606197.49,16.406497,15.831962,0.03629,500,153914.43,,,,,0,
2026-06-05,EQEM,Emerging Markets Equity,Equity,322997196.24,9105022.33,2051157.89,1749164.47,500160.95,20394736.8421,334153376.46,2249325.42,331904051.04,16.274005,16.406497,-0.008076,500,-270471.34,,,,,0,
2026-06-08,EQEM,Emerging Markets Equity,Equity,321908798.71,9364830.46,1839437.22,1827598.1,511657.7,20394736.8421,333113066.39,2339255.8,330773810.59,16.218587,16.274005,-0.003405,500,742543.69,,,,,0,
2026-06-09,EQEM,Emerging Markets Equity,Equity,320428782.35,9250362.26,1722738.44,1759379.12,523101.58,20394736.8421,331401883.05,2282480.7,329119402.35,16.137467,16.218587,-0.005002,500,-845524.22,,,,,0,
2026-06-10,EQEM,Emerging Markets Equity,Equity,324690324.14,9621104.41,1801886.78,1694795.85,534697.66,20394736.8421,336113315.33,2229493.51,333883821.82,16.371078,16.137467,0.014476,500,-330998.27,,,,,0,
2026-06-11,EQEM,Emerging Markets Equity,Equity,319199879.16,9594966.97,1753006.41,1637422.95,546097.66,20394736.8421,330547852.54,2183520.61,328364331.93,16.100445,16.371078,-0.016531,500,143983.32,,,,,0,
2026-06-12,EQEM,Emerging Markets Equity,Equity,317650634.15,9769354.66,1662082.04,1676432.24,557442.33,20394736.8421,329082070.85,2233874.57,326848196.28,16.026105,16.100445,-0.004617,500,357189.01,,,,,0,
2026-06-15,EQEM,Emerging Markets Equity,Equity,319164513.33,9576327.42,1740783.28,1670258.47,568841.06,20394736.8421,330481624.03,2239099.53,328242524.5,16.094472,16.026105,0.004266,500,-521165.11,,,,,0,
2026-06-16,EQEM,Emerging Markets Equity,Equity,316081125.08,9216699.51,1605880.84,1700094.01,580129.67,20394736.8421,326903705.43,2280223.68,324623481.75,15.917022,16.094472,-0.011026,500,-846384.82,,,,,0,
2026-06-17,EQEM,Emerging Markets Equity,Equity,306931521.05,9262321.16,1574939.69,1643757.14,591091.51,20394736.8421,317768781.9,2234848.65,315533933.25,15.471341,15.917022,-0.028,500,-307815.31,,,,,0,
2026-06-18,EQEM,Emerging Markets Equity,Equity,306831189.48,9462409.89,1582836.53,1654287.96,602049.77,20394736.8421,317876435.9,2256337.73,315620098.17,15.475566,15.471341,0.000273,500,-84845.28,,,,,0,
2026-06-19,EQEM,Emerging Markets Equity,Equity,308214760.28,9188818.54,1490246.54,1716727.91,613057.44,20394736.8421,318893825.36,2329785.35,316564040.01,15.52185,15.475566,0.002991,500,157300.26,,,,,0,
2026-06-22,EQEM,Emerging Markets Equity,Equity,308355945.78,9257335.04,1450984.04,1659915.53,624070.15,20394736.8421,319064264.86,2283985.68,316780279.18,15.532452,15.52185,0.000683,500,351854.43,,,,,0,
